user.key;datetime;meter.reading;diff
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 01:19:43;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 02:19:43;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 03:19:43;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 04:19:43;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 05:39:54;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 06:39:54;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 07:39:54;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 08:39:54;68321;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 09:19:43;68326;5
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 10:19:43;68338;12
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 11:19:43;68344;6
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 12:19:43;68349;5
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 13:22:48;68355;6
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 14:22:48;68367;12
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 15:22:48;68367;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 16:22:48;68372;5
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 17:19:50;68377;5
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 18:19:50;68377;0
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 19:19:50;68404;27
1f8730a9-5d67-4895-9215-6e247087ea00;01/03/2016 20:19:50;68404;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 01:38:14;68429;25
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 02:38:14;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 03:38:14;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 04:38:14;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 05:19:43;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 06:19:43;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 07:19:43;68429;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 08:19:43;68447;18
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 09:19:40;68470;23
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 10:19:40;68486;16
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 11:19:40;68492;6
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 12:19:40;68492;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 13:19:38;68492;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 14:19:38;68492;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 15:19:38;68492;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 16:19:38;68492;0
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 17:19:42;68512;20
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 18:19:42;68536;24
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 19:19:42;68550;14
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 20:19:42;68564;14
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 21:19:39;68577;13
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 22:19:39;68593;16
1f8730a9-5d67-4895-9215-6e247087ea00;02/03/2016 23:19:39;68653;60
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 00:19:39;68658;5
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 09:19:37;68667;9
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 10:19:37;68779;112
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 11:19:37;68784;5
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 12:19:37;68784;0
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 13:19:36;68786;2
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 14:19:36;68786;0
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 15:19:36;68787;1
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 16:19:36;68793;6
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 17:19:39;68794;1
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 18:19:39;68798;4
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 19:19:39;68807;9
1f8730a9-5d67-4895-9215-6e247087ea00;03/03/2016 20:19:39;68807;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 05:19:34;68824;17
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 06:19:34;68824;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 07:19:34;68824;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 08:19:34;68825;1
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 09:19:37;68825;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 10:19:37;68860;35
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 11:19:37;68860;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 12:19:37;68860;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 13:19:31;68949;89
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 14:19:31;68949;0
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 15:19:31;68957;8
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 16:19:31;68976;19
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 17:19:34;68984;8
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 18:19:34;68991;7
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 19:19:34;69000;9
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 20:19:34;69005;5
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 21:19:31;69023;18
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 22:19:31;69039;16
1f8730a9-5d67-4895-9215-6e247087ea00;04/03/2016 23:19:31;69039;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 00:19:31;69039;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 01:19:34;69048;9
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 02:19:34;69053;5
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 03:19:34;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 04:19:34;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 05:19:29;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 06:19:29;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 07:19:29;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 08:19:29;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 09:19:33;69053;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 10:19:33;69071;18
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 11:19:33;69097;26
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 12:19:33;69097;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 13:19:29;69108;11
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 14:19:29;69180;72
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 15:19:29;69180;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 16:19:29;69186;6
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 17:31:14;69186;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 18:31:14;69191;5
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 19:31:14;69191;0
1f8730a9-5d67-4895-9215-6e247087ea00;05/03/2016 20:31:14;69282;91
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 01:19:34;69297;15
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 02:19:34;69297;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 03:19:34;69297;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 04:19:34;69297;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 05:19:27;69297;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 06:19:27;69302;5
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 07:19:27;69302;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 08:19:27;69307;5
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 09:19:30;69307;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 10:19:30;69307;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 11:19:30;69314;7
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 12:19:30;69314;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 13:19:27;69318;4
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 14:19:27;69318;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 15:19:27;69318;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 16:19:27;69318;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 17:19:29;69324;6
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 18:19:29;69326;2
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 19:19:29;69326;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 20:19:29;69326;0
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 21:39:18;69331;5
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 22:39:18;69346;15
1f8730a9-5d67-4895-9215-6e247087ea00;06/03/2016 23:39:18;69360;14
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 00:39:18;69456;96
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 01:40:17;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 02:40:17;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 03:40:17;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 04:40:17;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 05:40:31;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 06:40:31;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 07:40:31;69456;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 08:40:31;69460;4
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 13:28:10;69491;31
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 14:28:10;69491;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 15:28:10;69491;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 16:28:10;69496;5
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 17:19:28;69496;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 18:19:28;69496;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 19:19:28;69496;0
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 20:19:28;69499;3
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 21:19:25;69510;11
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 22:19:25;69515;5
1f8730a9-5d67-4895-9215-6e247087ea00;07/03/2016 23:19:25;69515;0
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 00:19:25;69540;25
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 01:19:26;69573;33
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 02:19:26;69606;33
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 03:19:26;69638;32
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 04:19:26;69671;33
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 05:19:24;69703;32
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 06:19:24;69735;32
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 07:19:24;69767;32
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 08:19:24;69802;35
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 13:19:23;70010;208
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 14:19:23;70022;12
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 15:19:23;70022;0
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 16:19:23;70023;1
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 17:19:25;70023;0
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 18:19:25;70023;0
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 19:19:25;70023;0
1f8730a9-5d67-4895-9215-6e247087ea00;08/03/2016 20:19:25;70040;17
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 01:35:17;70069;29
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 02:35:17;70069;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 03:35:17;70069;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 04:35:17;70069;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 05:39:01;70069;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 06:39:01;70069;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 07:39:01;70075;6
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 08:39:01;70093;18
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 09:19:27;70107;14
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 10:19:27;70107;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 11:19:27;70107;0
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 12:19:27;70167;60
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 17:19:27;70189;22
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 18:19:27;70229;40
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 19:19:27;70232;3
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 20:19:27;70241;9
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 21:19:19;70245;4
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 22:19:19;70250;5
1f8730a9-5d67-4895-9215-6e247087ea00;09/03/2016 23:19:19;70251;1
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 00:19:19;70263;12
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 05:19:20;70263;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 06:19:20;70263;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 07:19:20;70263;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 08:19:20;70279;16
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 09:19:21;70279;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 10:19:21;70279;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 11:19:21;70279;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 12:19:21;70279;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 13:29:51;70279;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 14:29:51;70280;1
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 15:29:51;70280;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 16:29:51;70280;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 21:19:16;70280;0
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 22:19:16;70281;1
1f8730a9-5d67-4895-9215-6e247087ea00;10/03/2016 23:19:16;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 00:19:16;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 01:19:17;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 02:19:17;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 03:19:17;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 04:19:17;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 05:38:13;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 06:38:13;70281;0
1f8730a9-5d67-4895-9215-6e247087ea00;11/03/2016 07:38:13;70281;0